grizzli,resum,tb,panel,mont,subnet,snowboard,wart,steelhead,ctt,bear,ip,resnet,router,nick,ethernet,acn,cub,bac,bandwidth,server,kenai,rail,shipper,chickenpox,ist,isp,storm,heli,ci,jig,onet,spray,cancer,amend,infect,shawn,telemark,railway,meter,lactos,cec,cnag,interconnect,txt,transport,qualif,whistler,ski,avg,halibut,predatori,genit,firewal,multicast,downsview,workgroup,devic,cast,merger,verb,deic,windchil,ccr,freight,latenc,ucist,precipit,bacillu,blizzard,granular,laurentian,shingl,carcass,thunderstorm,udap,rainfal,tremblant,deterr,rogu,smoki,snowsho,pepper,refere,hpv,matt,lactas,predat,milk,fibr,hiker,gauley,std,skeena,mm,atm,polar,attack,pop,saltwat,TargetClass
0,0,0,0,0,0,0,0,0,0,0.0162886445201,0,0,0,0,0,0,0.079816252532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774809809154,0,0,black-bear-attack
0,0.0651776035707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302846178895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,career-services
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809900209516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288042912011,0,0,0,0,0,0,0,0,0.0232801971569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202753405466,0,0,0,0,0,winter-canada
0,0,1.21876934722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011954239232,0,0.0578529056771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280914966738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151491227923,0,0,0,0,0,0,0,0,0.00261214381913,0,0,health-services
0.0342388676985,0,0,0,0,0,0,0,0,0,0.0201546202765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641633498904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240726761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232275407863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101509892718,0,0,black-bear-attack
0,0.0916905270571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284025229925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180618732639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,career-services
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02077291467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,career-services
0,0,0,0,0,0,0,0,0.0922641145084,0,0.00121635981806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127493141633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,river-fishing
0,0,0,0,0,0,0,0,0.019844516249,0,0,0,0,0,0,0,0,0,0,0,0,0.146249115915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176877475606,0,0,0,0,0,0,0,0.0231282406339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221096844507,river-fishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153685826601,0,0,0,0,0,0,0,0,0,0.116879052525,0.500447924213,0,0,0,0,0.016913660589,0,0,0,0,0,0,0,0,0,0,0,0.095623432048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359448460375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,campuse-network
0,0,0,0,0,0.204147609688,0,0,0,0,0,0.1163456166,0,0.0349579630437,0,0,0,0,0,0,0.0328623129657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644817013044,0,0,0,0,0,0,0,0,0,0,0.379650149403,0,0,0.0727160103747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,campuse-network
0,0,0,0,0,0,0.0142967071245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419054670177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216493277233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021488603598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snowboarding-skiing
0,0.0192517476739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,career-services
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839579809966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,co-op
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163222291223,0,0,0,0,0,0,0.0371985951315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada-transportation-roads
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111083416296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598481734484,0,0,0,0,0,0,0.00183216961096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119696346897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada-transportation-roads
0,0,0,0,0,0,0,0,0,0,0,0,0.134959639454,0,0,0,0,0,0,0.115664694393,0,0,0,0,0,0.0172573097689,0.0246305466056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531225975393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,campuse-network
0,0,0,0,0,0,0.0248821746415,0,0,0,0.000552564637113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314351186599,0.0157267913589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snowboarding-skiing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457540870741,0,0,0,0,0,career-services
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494685591458,0.0282478601079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399781039337,0,0,0,0,0,0,0.0135986081131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199890519669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada-transportation-roads
0,0,0,0,0,0,0,0,0,0,0,0.0225939032236,0,0,0,0.144903779367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531572189941,0,0,0,0,0,0,0,0,0,0,0,0.0500884644061,0,0,0,0,0,0,0,0,0,0,0.0655348472184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327674236092,0,0,0,0,campuse-network
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377331776519,0,0,0,0,0,0,0,0,0.027387697345,0,0.0397630792004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health-services
